Number;Area;Address
м.Київ - Відділ ведення ДРВ Голосіївської районної в місті Києві державної адміністрації;;
Звичайні виборчі дільниці:;;
801098;м.Київ – вул.Драгоманова: 2–2Б, 4А- вул.Олени Пчілки: 3–3А, 5–8-;вул.Драгоманова, 10В, м.Київ, 02068 (Слов’янська гімназія, коридор, 3-й поверх)
Спеціальні виборчі дільниці:;;
800212;Київська міська клінічна лікарня №1;вул.Харківське шосе, 121, м.Київ, 02091
800213;Київська міська туберкульозна лікарня №1;вул.Харківське шосе, 121/3, м.Київ, 02091
800214;"Державний заклад ""Вузлова лікарня №1 ст. Дарниця"" ДТГО ""Південно-Західна залізниця""";вул.Сімферопольська, 8, м.Київ, 02096
м.Київ - Відділ ведення ДРВ Деснянської районної в місті Києві державної адміністрації;;
Звичайні виборчі дільниці:;;
800215;м.Київ – вул.Оноре де Бальзака: 4–8-;вул.Оноре де Бальзака, 8Г, м.Київ, 02225 (школа №264, вестибюль)
800216;м.Київ – вул.Оноре де Бальзака: 8А–10-;вул.Оноре де Бальзака, 8Г, м.Київ, 02225 (школа №264, спортзал)
800217;м.Київ – вул.Каштанова: 4, 11, 15–15Б- просп.Володимира Маяковського: 3В-;вул.Оноре де Бальзака, 8Г, м.Київ, 02225 (школа №264, коридор, 1-й поверх)
800218;м.Київ – вул.Каштанова: 1/9–3, 5, 13-;просп.Володимира Маяковського, 3Г, м.Київ, 02225 (школа №275, вестибюль)
800219;м.Київ – просп.Володимира Маяковського: 5, 7–7А-;просп.Володимира Маяковського, 3Г, м.Київ, 02225 (школа №275, 1-й спортзал)
800220;м.Київ – просп.Володимира Маяковського: 1–1В, 3–3Б, 5А-;просп.Володимира Маяковського, 3Г, м.Київ, 02225 (школа №275, 2-й спортзал)
800221;м.Київ – вул.Каштанова: 8А, 10, 12Б, 14–14Б-;вул.Каштанова, 8Г, м.Київ, 02225 (ЖЕК №311, актова зала)
800222;м.Київ – вул.Оноре де Бальзака: 14–24-;просп.Володимира Маяковського, 21Г, м.Київ, 02225 (школа №259, рекреація початкової школи)
800223;м.Київ – вул.Архітектора Ніколаєва: 3Б, 13–17- вул.Оноре де Бальзака: 26–26А-;просп.Володимира Маяковського, 21Г, м.Київ, 02225 (школа №259, рекреація старшої школи)
800224;м.Київ – вул.Архітектора Ніколаєва: 1/27–3А, 3В–11-;просп.Володимира Маяковського, 21Г, м.Київ, 02225 (школа №259, спортзал, 1-й поверх)
800225;м.Київ – просп.Володимира Маяковського: 17А, 21–21Б, 23, 25-;просп.Володимира Маяковського, 21В, м.Київ, 02225 (школа №270, хол, 2-й поверх)
800226;м.Київ – просп.Володимира Маяковського: 11–11А/2, 15А, 17Б–17В-;просп.Володимира Маяковського, 21В, м.Київ, 02225 (школа №270, коридор, 2-й поверх)
800227;м.Київ – вул.Каштанова: 8, 8Б, 12А- просп.Володимира Маяковського: 15Б–15В, 17Г–17Д-;просп.Володимира Маяковського, 21В, м.Київ, 02225 (школа №270, спортзал)
800228;м.Київ – вул.Миколи Закревського: 5, 7- просп.Володимира Маяковського: 2А–2/1-;вул.Миколи Закревського, 11А, м.Київ, 02217 (школа №251, актова зала)
800229;м.Київ – просп.Володимира Маяковського: 4–4Г-;вул.Миколи Закревського, 11А, м.Київ, 02217 (школа №251, вестибюль)
800230;м.Київ – вул.Теодора Драйзера: 9Д- просп.Володимира Маяковського: 8–8В-;вул.Миколи Закревського, 11А, м.Київ, 02217 (школа №251, спортзал)
800231;м.Київ – вул.Миколи Закревського: 19–23А- вул.Теодора Драйзера: 1/25, 3-;вул.Миколи Закревського, 15Б, м.Київ, 02217 (школа №119, спортзал)
800232;м.Київ – вул.Миколи Закревського: 5А, 11–17-;"вул.Миколи Закревського, 15, м.Київ, 02217 (КП ""Дирекція"", актова зала)"
800233;м.Київ – вул.Теодора Драйзера: 11А- просп.Володимира Маяковського: 12–14А-;вул.Миколи Закревського, 15Б, м.Київ, 02217 (школа №119, коридор, 2-й поверх)
800234;м.Київ – вул.Теодора Драйзера: 9, 9Г, 11- просп.Володимира Маяковського: 14/13-;вул.Миколи Закревського, 15Б, м.Київ, 02217 (школа №119, актова зала)
800235;м.Київ – вул.Миколи Закревського: 27А–27/2- вул.Теодора Драйзера: 5, 7-;вул.Миколи Закревського, 29А, м.Київ, 02217 (ЖЕК №305, кім.2, актова зала)
800236;м.Київ – вул.Вікентія Беретті: 3, 5А- вул.Теодора Драйзера: 14/33- просп.Володимира Маяковського: 35–35А, 37–37А, 41/1-;вул.Вікентія Беретті, 7, м.Київ, 02222 (школа №249, рекреація, 2-й поверх)
800237;м.Київ – вул.Теодора Драйзера: 16–28-;вул.Вікентія Беретті, 7, м.Київ, 02222 (школа №249, вестибюль)
800238;м.Київ – вул.Вікентія Беретті: 14- вул.Оноре де Бальзака: 38–40/11- вул.Теодора Драйзера: 30–32-;вул.Вікентія Беретті, 7, м.Київ, 02222 (школа №249, рекреація, 2-й поверх)
800239;м.Київ – вул.Вікентія Беретті: 12, 14А–16- вул.Оноре де Бальзака: 44–46А, 50-;вул.Вікентія Беретті, 18, м.Київ, 02222 (ЖЕК №306, актова зала)
800240;м.Київ – вул.Олександра Сабурова: 17–17А, 19- вул.Оноре де Бальзака: 48А, 52–52А, 54/21-;вул.Олександра Сабурова, 19Б, м.Київ, 02222 (школа №263, рекреація, 1-й поверх)
800241;м.Київ – вул.Олександра Сабурова: 9/61–15- просп.Володимира Маяковського: 59, 61-;вул.Олександра Сабурова, 19Б, м.Київ, 02222 (школа №263, рекреація, 2-й поверх)
800242;м.Київ – вул.Миколи Лаврухіна: 3- просп.Володимира Маяковського: 49–49А, 51А, 53, 55–55А, 59А-;просп.Володимира Маяковського, 49Б, м.Київ, 02222 (школа №250, вестибюль)
800243;м.Київ – вул.Вікентія Беретті: 5, 6–10-;просп.Володимира Маяковського, 49Б, м.Київ, 02222 (школа №250, спортзал)
800244;м.Київ – вул.Миколи Закревського: 29Б- вул.Теодора Драйзера: 2А, 4А, 6А, 8А–8Б, 9В-;вул.Миколи Закревського, 35Б, м.Київ, 02217 (школа №238, 1-й поверх)
800245;м.Київ – вул.Теодора Драйзера: 10- просп.Володимира Маяковського: 16А–16/12, 18-;вул.Миколи Закревського, 35Б, м.Київ, 02217 (школа №238, коридор, 2-й поверх)
800246;м.Київ – просп.Володимира Маяковського: 20–20Г, 22А-;вул.Миколи Закревського, 37Б, м.Київ, 02217 (школа №247, рекреація 1 поверх)
800247;м.Київ – просп.Володимира Маяковського: 22, 24–24Б, 26Б–30-;вул.Миколи Закревського, 37Б, м.Київ, 02217 (школа №247, вестибюль)
800248;м.Київ – вул.Миколи Закревського: 31–33, 35А-;вул.Миколи Закревського, 35Б, м.Київ, 02217 (школа №238, вестибюль)
800249;м.Київ – вул.Миколи Закревського: 35, 37–39А, 43-;вул.Миколи Закревського, 37Б, м.Київ, 02217 (школа №247, рекреація 2-й поверх)
800250;м.Київ – вул.Миколи Закревського: 41А, 45–47А, 49А–49/1-;вул.Миколи Закревського, 45Б, м.Київ, 02217 (школа №248, рекреація 1 поверх)
800251;м.Київ – вул.Миколи Закревського: 47Б- просп.Володимира Маяковського: 30А–32Д-;вул.Миколи Закревського, 45Б, м.Київ, 02217 (школа №248, актова зала)
800252;м.Київ – вул.Олександра Сабурова: 1А–3Б- просп.Володимира Маяковського: 34–34А, 36/7-;вул.Миколи Закревського, 45Б, м.Київ, 02217 (школа №248, вестибюль)
800253;м.Київ – вул.Миколи Закревського: 53- вул.Олександра Сабурова: 1, 5-;вул.Олександра Сабурова, 3А, м.Київ, 02222 (ЖЕК №305, актова зала, хол)
800254;м.Київ – вул.Оноре де Бальзака: 55–55В- вул.Теодора Драйзера: 34/51–36-;вул.Теодора Драйзера, 40Б, м.Київ, 02222 (школа №321, вестибюль)
800255;м.Київ – вул.Миколи Лаврухіна: 15/46- вул.Теодора Драйзера: 38–42, 46-;вул.Теодора Драйзера, 40Б, м.Київ, 02222 (школа №321, коридор, 1-й поверх)
800256;м.Київ – вул.Миколи Лаврухіна: 5, 7–7А, 11–11А- вул.Оноре де Бальзака: 55Г- вул.Теодора Драйзера: 44А-;вул.Теодора Драйзера, 40Б, м.Київ, 02222 (школа №321, коридор, 1-й поверх)
800257;м.Київ – вул.Градинська: 6–6А, 10- вул.Оноре де Бальзака: 57-;вул.Градинська, 6Б, м.Київ, 02222 (школа № 308, коридор, 2-й поверх)
800258;м.Київ – вул.Градинська: 18–20- вул.Радунська: 14–16-;вул.Градинська, 6Б, м.Київ, 02222 (школа №308, коридор, 1-й поверх)
800259;м.Київ – вул.Оноре де Бальзака: 61–61А, 63Б, 65А-;вул.Лісківська, 7Б, м.Київ, 02097 (школа №313, коридор, 1-й поверх)
800260;м.Київ – вул.Лісківська: 5–5А, 7–7А- вул.Оноре де Бальзака: 63, 65- вул.Радунська: 10А-;вул.Лісківська, 7Б, м.Київ, 02097 (школа №313, коридор, 1-й поверх)
800261;м.Київ – вул.Лісківська: 8/24–9/22, 23- вул.Радунська: 18А–22/9-;вул.Радунська, 18, м.Київ, 02097 (ЖЕК №318, актова зала)
800262;м.Київ – вул.Будівельників, вул.Гійома де Боплана, вул.Деснянська, вул.Димитрова, вул.Запорожця Петра, вул.Карла Маркса, вул.Маяковського, вул.Миру, вул.Митрополита Володимира Сабодана: 1–27- вул.Мічуріна, вул.Натана Рибака, вул.Олександра Довженка, вул.Олександра Матросова, вул.Пожарського, вул.Польова, вул.Стефана Таранушенка, вул.Чурилівська;вул.Радосинська, 2А, м.Київ, 02230 (школа №278, хол, 2-й поверх)
800263;м.Київ – вул.Андрія Сови, вул.Вадима Модзалевського, вул.Василя Сухомлинського, вул.Вірності, вул.Гоголя, вул.Горького, вул.Кутузова, вул.Лермонтова, вул.Лесі Українки, вул.Макаренка, вул.Миколи Гришка, вул.Митрополита Володимира Сабодана: 28–54- вул.Некрасова, вул.Олександра Даля, вул.Петровського, вул.Прикордонна, вул.Пушкіна, вул.Радосинська, вул.Садова, вул.Сєдова, вул.Сім’ї Ханенків, вул.Старосільська, вул.Суворова, вул.Толстого, вул.Тургенєва, вул.Шевченка, пров.Вербний, пров.Лозовий;вул.Радосинська, 27, м.Київ, 02230 (будинок культури, актова зала)
800264;м.Київ – просп.Володимира Маяковського: 63А, 65, 67, 69А-;вул.Олександра Сабурова, 14, м.Київ, 02222 (школа №276, вестибюль)
800265;м.Київ – вул.Олександра Сабурова: 16- вул.Оноре де Бальзака: 52/22–54А, 56-;вул.Олександра Сабурова, 20, м.Київ, 02222 (ЖЕК №313, актова зала)
800266;м.Київ – вул.Олександра Сабурова: 18- вул.Оноре де Бальзака: 58, 68-;вул.Олександра Сабурова, 14, м.Київ, 02222 (школа №276, коридор, 2-й поверх)
800267;м.Київ – бульв.Вигурівський: 3–5- просп.Володимира Маяковського: 69, 71-;вул.Олександра Сабурова, 14, м.Київ, 02222 (школа №276, актова зала)
800268;м.Київ – вул.Костянтина Данькевича: 14–17- вул.Оноре де Бальзака: 66/21, 70–72/19-;вул.Костянтина Данькевича, 13, м.Київ, 02232 (гімназія №283, спортзал)
800269;м.Київ – бульв.Вигурівський: 6- просп.Володимира Маяковського: 77, 79А, 81А–81Б-;вул.Костянтина Данькевича, 13, м.Київ, 02232 (гімназія №283, коридор, 2-й поверх)
800270;м.Київ – вул.Костянтина Данькевича: 8–12- вул.Марини Цвєтаєвої: 3- просп.Володимира Маяковського: 79, 81, 81/11-;вул.Костянтина Данькевича, 13, м.Київ, 02232 (гімназія №283, актова зала)
800271;м.Київ – вул.Олександра Сабурова: 8А- просп.Володимира Маяковського: 38/10–40-;вул.Олександра Сабурова, 6, м.Київ, 02222 (школа №277, актова зала)
800272;м.Київ – бульв.Володимира Висоцького: 5- вул.Миколи Закревського: 55–59/1- вул.Олександра Сабурова: 4-;вул.Олександра Сабурова, 6, м.Київ, 02222 (школа №277, коридор, 1-й поверх)
800273;м.Київ – бульв.Володимира Висоцького: 6, 7, 9–11- просп.Володимира Маяковського: 38Б, 42/13-;вул.Олександра Сабурова, 6, м.Київ, 02222 (школа №277, вестибюль)
800274;м.Київ – бульв.Володимира Висоцького: 4, 6А–6Б, 8А- просп.Володимира Маяковського: 44/10–48/9-;вул.Миколи Закревського, 65А, м.Київ, 02232 (школа №282, вестибюль, 1-й поверх)
800275;м.Київ – вул.Миколи Закревського: 63–69-;вул.Миколи Закревського, 65А, м.Київ, 02232 (школа №282, вестибюль, 2-й поверх)
800276;м.Київ – бульв.Леоніда Бикова: 3, 5, 7- вул.Миколи Закревського: 71–73/1-;вул.Миколи Закревського, 65А, м.Київ, 02232 (школа №282, вестибюль, 3-й поверх)
800277;м.Київ – бульв.Леоніда Бикова: 4, 6- вул.Костянтина Данькевича: 1/79- вул.Миколи Закревського: 77-;вул.Костянтина Данькевича, 5, м.Київ, 02232 (школа №292, коридор, 1-й поверх)
800278;м.Київ – бульв.Леоніда Бикова: 8–12- вул.Костянтина Данькевича: 7А- просп.Володимира Маяковського: 50, 52-;вул.Костянтина Данькевича, 5, м.Київ, 02232 (школа №292, коридор, 2-й поверх)
800279;м.Київ – вул.Костянтина Данькевича: 3–7- просп.Володимира Маяковського: 54/9-;вул.Костянтина Данькевича, 5, м.Київ, 02232 (школа №292, коридор, 3-й поверх)
800280;м.Київ – вул.Лісківська: 12–16, 18В- вул.Радунська: 1/10, 3–3А-;вул.Лісківська, 4А, м.Київ, 02097 (школа №306, вестибюль)
800281;м.Київ – вул.Лісківська: 2/71–4, 6–6А, 18Б- вул.Радунська: 26–28-;вул.Лісківська, 4А, м.Київ, 02097 (школа №306, рекреація, 1-й поверх)
800282;м.Київ – вул.Радунська: 9–9Б, 11–11А, 42/10-;вул.Лісківська, 4Б, м.Київ, 02097 (школа №307, рекреація, ліве крило)
800283;м.Київ – вул.Лісківська: 18А- вул.Радунська: 5–7, 30–38-;вул.Лісківська, 4Б, м.Київ, 02097 (школа №307, рекреація, праве крило)
800284;м.Київ – вул.Будищанська: 7А- вул.Оноре де Бальзака: 73–79-;вул.Лісківська, 4Б, м.Київ, 02097 (школа №307, хол, 1-й поверх)
800285;м.Київ – вул.Милославська: 39/48- вул.Радунська: 44–46Б-;вул.Будищанська, 8, м.Київ, 02097 (школа №320, коридор, 1-й поверх)
800286;м.Київ – вул.Милославська: 8–8А, 37, 41/15–47А-;вул.Будищанська, 8, м.Київ, 02097 (школа №320, коридор, 1-й поверх)
800287;м.Київ – вул.Милославська: 2Б–2В, 4–4А, 12–16-;вул.Будищанська, 8, м.Київ, 02097 (школа №320, вестибюль)
800288;м.Київ – вул.Лісківська: 20–22, 24–32/51- вул.Милославська: 32/51А-;вул.Лісківська, 4А, м.Київ, 02097 (школа №306, коридор, 1-й поверх)
800289;м.Київ – вул.Милославська: 31–31В, 33-;вул.Милославська, 33А, м.Київ, 02097 (ЖЕК №319, актова зала)
800290;м.Київ – вул.Марини Цвєтаєвої: 5, 9–9А, 11, 13-;просп.Володимира Маяковського, 93Е, м.Київ, 02232 (ЖЕК №316, актова зала)
800291;м.Київ – вул.Марини Цвєтаєвої: 16Б- вул.Оноре де Бальзака: 80, 82, 84–84А-;просп.Володимира Маяковського, 93В, м.Київ, 02232 (школа №301, коридор старшої школи)
800292;м.Київ – вул.Оноре де Бальзака: 86, 88–88А, 90-;просп.Володимира Маяковського, 93В, м.Київ, 02232 (школа №301, коридор початкової школи)
800293;м.Київ – вул.Милославська: 23Б–23В- вул.Оноре де Бальзака: 92–92А-;просп.Володимира Маяковського, 93Г, м.Київ, 02232 (школа №300, рекреація, 1-й поверх)
800294;м.Київ – вул.Милославська: 23-;просп.Володимира Маяковського, 93Г, м.Київ, 02232 (школа №300, рекреація, 1-й поверх)
800295;м.Київ – вул.Милославська: 23А, 25- вул.Оноре де Бальзака: 98/29–100/31-;вул.Милославська, 27, м.Київ, 02097 (початкова школа №311, актова зала)
800296;м.Київ – вул.Милославська: 17–21А- просп.Володимира Маяковського: 97/15-;просп.Володимира Маяковського, 93Г, м.Київ, 02232 (школа №300, рекреація, 2-й поверх)
800297;м.Київ – вул.Марини Цвєтаєвої: 10/87- просп.Володимира Маяковського: 89–91Б-;"вул.Марини Цвєтаєвої, 14В, м.Київ, 02232 (гімназія ""Троєщина"", 1-й поверх)"
800298;м.Київ – вул.Марини Цвєтаєвої: 12, 14, 16В-;"вул.Марини Цвєтаєвої, 14В, м.Київ, 02232 (гімназія ""Троєщина"", 2-й поверх)"
800299;м.Київ – вул.Марини Цвєтаєвої: 8Б- просп.Володимира Маяковського: 62А, 64А, 66А-;вул.Миколи Закревського, 87Д, м.Київ, 02232 (ЖЕК №314, актова зала)
800300;м.Київ – вул.Миколи Закревського: 87Г- просп.Володимира Маяковського: 68, 70, 72–74/9-;вул.Милославська, 7, м.Київ, 02232 (школа №293, 1-й поверх)
800301;м.Київ – вул.Миколи Закревського: 91/1–95Г-;вул.Милославська, 7, м.Київ, 02232 (школа №293, 1-й поверх)
800302;м.Київ – вул.Марини Цвєтаєвої: 4, 8- вул.Миколи Закревського: 83А–83/2-;вул.Марини Цвєтаєвої, 6, м.Київ, 02232 (школа №294, їдальня)
800303;м.Київ – вул.Марини Цвєтаєвої: 8А- вул.Миколи Закревського: 85–85Б-;вул.Марини Цвєтаєвої, 6, м.Київ, 02232 (школа №294, вестибюль)
800304;м.Київ – вул.Миколи Закревського: 42А к.1, 87А–87В, 89- вул.Милославська: 3А-;вул.Марини Цвєтаєвої, 6, м.Київ, 02232 (школа №294, спортивний зал)
800305;м.Київ – вул.Братиславська: 6, 8, 8А, 10, 12, 18Б- вул.Мілютенка: 5А, 7А, 9А-;вул.Мілютенка, 5, м.Київ, 02156 (школа №189, коридор, 1-й поверх)
800306;м.Київ – вул.Братиславська: 14, 16, 18, 18А, 20, 20А, 22, 24- вул.Шолом-Алейхема: 6-;вул.Мілютенка, 5, м.Київ, 02156 (школа №189, коридор, 2-й поверх)
800307;м.Київ – вул.Мілютенка: 7, 9, 11А–11Б- вул.Шолом-Алейхема: 8–8А, 10А-;вул.Мілютенка, 5Б, м.Київ, 02156 (школа №192, вестибюль)
800308;м.Київ – вул.Братиславська: 2, 4- вул.Кіото, вул.Мілютенка: 3-;вул.Кіото, 11А, м.Київ, 02156 (ЖЕК №301, актова зала)
800309;м.Київ – вул.Миколи Матеюка: 5А–5Б- вул.Мілютенка: 10/1, 12–14А, 16, 18- вул.Шолом-Алейхема: 12-;вул.Шолом-Алейхема, 16А, м.Київ, 02156 (школа №190, 1-й поверх)
800310;м.Київ – вул.Шолом-Алейхема: 14, 16, 20–26/23-;вул.Шолом-Алейхема, 16А, м.Київ, 02156 (школа №190, спортзал)
800311;м.Київ – вул.Маршала Жукова: 15/13–19А, 21–21А- вул.Миколи Матеюка: 5, 7–13-;вул.Шолом-Алейхема, 16А, м.Київ, 02156 (школа №190, актова зала)
800312;м.Київ – вул.Миколи Матеюка: 2- вул.Мілютенка: 6–6А, 11-;вул.Миколи Матеюка, 2, м.Київ, 02156 (Гуртожиток київського торгово-економічного університету, актова зала)
800313;м.Київ – вул.Братиславська: 26, 28, 30, 30А, 32, 32А, 34, 34Б- вул.Шолом-Алейхема: 1-;вул.Академіка Курчатова, 6А, м.Київ, 02156 (школа №218, коридор, 3-й поверх)
800314;м.Київ – вул.Академіка Курчатова: 4–6, 8–8Б- вул.Братиславська: 36-;вул.Академіка Курчатова, 6А, м.Київ, 02156 (школа №218, коридор, 2-й поверх)
800315;м.Київ – вул.Мілютенка: 15А, 17–17В- вул.Шолом-Алейхема: 5-;вул.Академіка Курчатова, 6А, м.Київ, 02156 (школа №218, хол, 1-й поверх)
800316;м.Київ – вул.Бігова, вул.Богдана Хмельницького, вул.Братиславська: 7, 7А, 9А, 38, 40, 42, 42А, 44А, 44/2- вул.Мостищанська, вул.Нахімова, вул.Томашевська;вул.Братиславська, 5, м.Київ, 02156 (Київський медичний коледж, вестибюль)
800317;м.Київ – вул.Академіка Курчатова: 3–3А, 7, 9/21- вул.Братиславська: 40А- просп.Лісовий: 4А, 6, 8-;вул.Братиславська, 5, м.Київ, 02156 (Київський медичний коледж, вестибюль)
800318;м.Київ – вул.Мілютенка: 23–23А- просп.Лісовий: 6А, 10, 12–12Б-;вул.Академіка Курчатова, 3Б, м.Київ, 02166 (ЖЕК №302, актова зала)
800319;м.Київ – вул.Мілютенка: 25- просп.Лісовий: 3, 5, 7, 9, 11-;просп.Лісовий, 17Г, м.Київ, 02166 (школа №39, обідня зала)
800320;м.Київ – вул.Мілютенка: 22, 24, 26–28В- вул.Шолом-Алейхема: 7/20, 9, 11А-;вул.Академіка Курчатова, 18/1, м.Київ, 02156 (школа №152, 1-й поверх)
800321;м.Київ – вул.Академіка Курчатова: 14, 16, 18, 20, 22, 25/37- вул.Мілютенка: 30/12-;вул.Академіка Курчатова, 18/1, м.Київ, 02156 (школа №152, 2-й поверх)
800322;м.Київ – вул.Маршала Жукова: 25/21–27, 29–29А, 33–35/24- вул.Шолом-Алейхема: 17Б–19А-;вул.Академіка Курчатова, 18/2, м.Київ, 02156 (школа №212, актова зала)
800323;м.Київ – вул.Маршала Жукова: 31–31А- вул.Шолом-Алейхема: 11, 13–13А, 15–15Б, 17А-;вул.Академіка Курчатова, 18/2, м.Київ, 02156 (школа №212, 2-й поверх)
800324;м.Київ – вул.Академіка Курчатова: 11, 15- вул.Мілютенка: 36–40/16- просп.Лісовий: 18, 20-;просп.Лісовий, 22А, м.Київ, 02166 (школа №202, коридор, 1-й поверх)
800325;м.Київ – вул.Маршала Жукова: 41А- просп.Лісовий: 13, 17, 19, 21–24, 26–29-;просп.Лісовий, 22А, м.Київ, 02166 (школа №202, коридор, 1-й поверх)
800326;м.Київ – вул.Академіка Курчатова: 13, 17, 19, 21, 23- вул.Маршала Жукова: 37–39А, 41/28-;вул.Академіка Курчатова, 21А, м.Київ, 02166 (ЖЕК №303, актова зала)
800327;м.Київ – вул.Маршала Жукова: 2-;вул.Маршала Жукова, 2, м.Київ, 02156 (Київський пансіонат ветеранів, коридор)
800328;м.Київ – вул.Космонавта Волкова: 2–2А- вул.Мілютенка: 42–46- просп.Лісовий: 13А-;просп.Лісовий, 17Г, м.Київ, 02166 (школа №39, коридор, 1-й поверх)
800329;м.Київ – вул.Космонавта Волкова: 4–6/55- вул.Маршала Жукова: 49–53А-;просп.Лісовий, 17В, м.Київ, 02166 (школа №147, спортзал)
800330;м.Київ – вул.Маршала Жукова: 45–45Б, 47А- просп.Лісовий: 31-;просп.Лісовий, 17В, м.Київ, 02166 (школа №147, актова зала)
800331;м.Київ – вул.Маршала Жукова: 45В- просп.Лісовий: 15–15А, 17А–17Б, 25А-;просп.Лісовий, 17Г, м.Київ, 02166 (школа №39, коридор, 2-й поверх)
800332;м.Київ – вул.Маршала Жукова: 20, 24А- просп.Лісовий: 35–41-;просп.Лісовий, 33А, м.Київ, 02166 (школа №207, актова зала)
800333;м.Київ – вул.Космонавта Волкова: 8, 10А–12А- вул.Маршала Жукова: 30-;просп.Лісовий, 33Б, м.Київ, 02166 (школа №213, коридор, 2-й поверх)
800334;м.Київ – вул.Космонавта Волкова: 10, 14–18, 20А–22-;просп.Лісовий, 33Б, м.Київ, 02166 (школа №213, коридор, 2-й поверх)
800335;м.Київ – вул.Космонавта Волкова: 20, 24–26- просп.Лісовий: 33, 43-;просп.Лісовий, 33А, м.Київ, 02166 (школа №207, коридор 2-й поверх)
800336;м.Київ – вул.Бобринецька, вул.Кадіївська, вул.Кисловодська, вул.Кузбаська, вул.Путивльська, вул.Радистів, вул.Ушицька, пров.Биківнянський, пров.Бобринецький, пров.Вешенський, пров.Кадіївський, пров.Кантемирівський, пров.Кисловодський, пров.Радистів, Броварське лісництво, Броварський проспект: 1, 1А, 2, 2А, 3, 5, 7, 7А, 9, 10А, 11, 11А, 13, 13А, 15, 17, 17А, 19, 21, 21А, 23А, 25, 25/1, 27, 29, 31, 33, 35, 37, 39, 41, 43, 47А, 49, 49А, 63, 65, 67, 67А, 67Б, 67В, 69, 71, 71А, 77, 79, 81, 83, 85, 87, 89, 89А, 93-;вул.Путивльська, 35, м.Київ, 02089 (школа №23, коридор 2-й поверх)
800337;м.Київ – в/м161, в/ч А0525, в/ч А0766, в/ч А2299;вул.Путивльська, 35, м.Київ, 02089 (школа №23, коридор, 1-й поверх)
801068;м.Київ – вул.Градинська: 7–9, 11- вул.Миколи Лаврухіна: 6, 8–10, 12–14, 16- вул.Радунська: 2/18, 8/13-;вул.Градинська, 6Б, м.Київ, 02222 (школа №308, коридор, 2-й поверх)
801069;м.Київ – вул.Будищанська: 5- вул.Оноре де Бальзака: 81/1, 83/2, 87, 89, 91/29-;вул.Будищанська, 3, м.Київ, 02097 (ЖЕК №317, актова зала)
801070;м.Київ – вул.Марини Цвєтаєвої: 14Б- просп.Володимира Маяковського: 91В–95Б-;просп.Володимира Маяковського, 93В, м.Київ, 02232 (школа №301, коридор)
801071;м.Київ – вул.Милославська: 3, 5–5Б-;вул.Милославська, 7, м.Київ, 02232 (школа №293, коридор 2-й поверх)
801072;м.Київ – вул.Маршала Жукова: 22–24, 28-;вул.Маршала Жукова, 26А, м.Київ, 02166 (ЖЕК №304, актова зала)
801079;м.Київ – вул.Градинська: 1–5, 10А, 14-;вул.Лісківська, 7Б, м.Київ, 02097 (школа № 313, коридор ІІ поверх)
801080;м.Київ – вул.Марини Цвєтаєвої: 16–16А-;"вул.Марини Цвєтаєвої, 14В, м.Київ, 02232 (гімназія ""Троєщина"", хол біля актового залу, 2-й поверх)"
801081;м.Київ – вул.Магнітогорська, вул.Маршала Жукова: 4А- вул.Миколи Матеюка: 2А–4-;вул.Миколи Матеюка, 2А, м.Київ, 02156 (гуртожиток Київського торгово-економічного університету, актова зала)
801088;м.Київ – вул.Милославська: 2, 35-;вул.Будищанська, 8, м.Київ, 02097 (школа №320, ІІ поверх)
801089;м.Київ – вул.Будищанська: 4, 6–6А, 9/40-;вул.Будищанська, 4, м.Київ, 02097 (ТЦСО Деснянського району міста Києва, зал ЛФК)
801090;м.Київ – вул.Миколи Закревського: 97–103-;вул.Милославська, 7, м.Київ, 02232 (школа №293, І поверх)
Спеціальні виборчі дільниці:;;
800338;Київська міська клінічна лікарня швидкої медичної допомоги;вул.Братиславська, 3, м.Київ, 02156
800339;Київська міська психоневрологічна лікарня №2;вул.Миропільська, 8, м.Київ, 02192
800340;Київський міський центр радіаційного захисту громадян, що постраждали внаслідок Чорнобильської катастрофи;вул.Маршала Жукова, 10, м.Київ, 02156
800341;"Державна установа ""Інститут серця Міністерства охорони здоров’я України""";вул.Братиславська, 5А, м.Київ, 02156
м.Київ - Відділ ведення ДРВ Дніпровської районної в місті Києві державної адміністрації;;
Звичайні виборчі дільниці:;;
800342;м.Київ – вул.Петра Вершигори: 3- просп.Генерала Ватутіна: 2, 4, 6–8, 8Г–10- Урочище Чорторий;просп.Генерала Ватутіна, 4А, м.Київ, 02218 (ЖЕД-412, актова зала, 2-й поверх)
800343;м.Київ – вул.Петра Вершигори: 3А–9- просп.Генерала Ватутіна: 2Б-;вул.Райдужна, 12, м.Київ, 02218 (спеціалізована школа №234, рекреація, 2-й поверх)
800344;м.Київ – вул.Петра Вершигори: 9А- вул.Пілот, вул.Райдужна: 4, 10, 14–16, 18, 20, 22- просп.Генерала Ватутіна: 4Б-;вул.Райдужна, 12, м.Київ, 02218 (спеціалізована школа №234, рекреація, 1-й поверх)
800345;м.Київ – вул.Райдужна: 2–2Б, 4А- просп.Генерала Ватутіна: 8А, 10А–14А-;вул.Райдужна, 12, м.Київ, 02218 (спеціалізована школа №234, фойє, 1-й поверх)
