Number;Area;Address
м.Київ - Відділ ведення ДРВ Голосіївської районної в місті Києві державної адміністрації;;
Звичайні виборчі дільниці:;;
800571;м.Київ – вул.Полярна: 11–13- просп.Маршала Рокосовського: 2Б, 4А, 6Б, 8А-;вул.Калнишевського Петра, 3А, м.Київ, 04201 (школа №29, хол)
800572;м.Київ – вул.Калнишевського Петра: 7- просп.Маршала Рокосовського: 8, 10–10А-;вул.Калнишевського Петра, 3А, м.Київ, 04201 (школа №29, спортивна зала)
800573;м.Київ – вул.Вишгородська: 85, 85 к.3, 85Б, 85В, 85Г, 150, 150 к.1, 150 к.3, 150 к.4, 150 к.6/1, 150 к.7, 150 к.8, 150 к.9, 150 к.31, 150 к.48, 150А, 150Б, 150В, 150Г, 152- вул.Вишгородська 150, вул.Кондратюка Юрія: 3–4, 4Г–7- просп.Маршала Рокосовського: 7-;вул.Кондратюка Юрія, 6, м.Київ, 04201 (Київський діагностичний Центр, хол)
800574;м.Київ – вул.Вишнева, вул.Джерельна, вул.Дніпроводська, вул.Калиновий Ріг, вул.Луківська, вул.Павлика Морозова, вул.Перша, вул.Поперечна 2, вул.Продольна 1, вул.П’ята, вул.Редьчинська, вул.10 Садова, вул.10-та Лінія, вул.13 Садова, вул.3 Лінія, вул.6 Лінія, вул.8 Лінія, вул.8-Го Березня, пров.Джерельний, пров.Луківський, пров.Петрівський, проїзд Богатирський, проїзд Калиновий Ріг, проїзд Луківський, проїзд Редьчинський, Хутір Микільський, Хутір Микільський вулиця Мічуріна, Хутір Микільський провулок Лісовий, Хутір Редьки, Хутір Редьки провулок Лісний;вул.Павлика Морозова, 1, м.Київ, 04077 (школа №18, фойє)
800575;м.Київ – вул.Квітки Цісик: 38–79Б- вул.Лісна: 23–75- вул.Максименка Федора: 35, 39–88/2- вул.Юнкерова: 40–101А- Межигірське Лісництво, Межигірське Лісництво Квартал 11, Межигірське Лісництво Квартал 39, Межигірське Лісництво Квартал 44, Межигірське Лісництво Квартал 57, Межигірське Лісництво Квартал 78, Пуща-Водицьке Лісництво Квартал 35;вул.Лісна, 28, м.Київ, 04075 (школа №104, хол, 1-й поверх)
800576;м.Київ – вул.Квітки Цісик: 12–29-Б- вул.Курортна, вул.Лісна: 13А–21- вул.Максименка Федора: 3–34, 35Б- вул.Міська, вул.Новикова-Прибоя, вул.Юнкерова: 6А–37-;вул.Максименка Федора, 18, м.Київ, 04075 (Дитяча музична школа №39, корпус 2, хол)
Спеціальні виборчі дільниці:;;
800577;Київський міський центр репродуктивної та перинатальної медицини;просп.Героїв Сталінграда, 16, м.Київ, 04210
800578;Київська міська клінічна шкірно-венерологічна лікарня;вул.Богатирська, 32, м.Київ, 04209
800579;Київський міський протитуберкульозний диспансер №1;вул.Автозаводська, 68, м.Київ, 04114
800580;Київський міський клінічний шпиталь інвалідів Великої Вітчизняної війни;вул.Максименка Федора, 26, м.Київ, 04075
800581;Київська міська туберкульозна лікарня №2;смт Гостомель, Київська обл., 08290
800582;Київська міська клінічна лікарня №8;вул.Кондратюка Юрія, 8, м.Київ, 04201
м.Київ - Відділ ведення ДРВ Печерської районної в місті Києві державної адміністрації;;
Звичайні виборчі дільниці:;;
800583;м.Київ – вул.Архітектора Городецького, вул.Заньковецької, вул.Інститутська: 11А–13/4, 15/5, 17/5, 19–19В, 22/7–24/7- вул.Михайла Грушевського: 4–4Б, 14/1–16А- вул.Ольгинська, вул.Станіславського, вул.Хрещатик: 13, 15, 15/4, 17, 21- вул.Шовковична: 3–7А- пров.Музейний;вул.Ольгинська, 2/4, м.Київ, 01001 (спеціалізована школа №94, хол, 2-й поверх)
800584;м.Київ – вул.Банкова, вул.Інститутська: 14, 16, 18–18Б, 20/8- вул.Круглоуніверситетська: 7–22- вул.Лютеранська: 3, 7/10–9/9, 11–11Б, 13, 15, 17–33- вул.Пилипа Орлика: 1/15, 9- вул.Хрещатик: 23, 25, 27, 27Б- вул.Шовковична: 30–36/7- пров.Козловського Івана;пров.Козловського Івана, 3, м.Київ, 01024 (Український гуманітарний ліцей імені Т.Шевченка, вестибюль, 1-й поверх)
800585;м.Київ – вул.Академіка Богомольця, вул.Липська, вул.Пилипа Орлика: 6, 10–24/1- вул.Шовковична: 9–29- пров.Липський;вул.Академіка Богомольця, 4, м.Київ, 01024 (Інститут фізіології імені О.О.Богомольця, хол, 1-й поверх)
800586;м.Київ – вул.Басейна, вул.Дарвіна, вул.Кропивницького, вул.Круглоуніверситетська: 2/1–6Б- вул.Лютеранська: 4–6Б, 10А, 12, 14, 16- вул.Хрещатик: 29- вул.Шовковична: 38–48- пл.Бессарабська, узвіз Крутий;вул.Лютеранська, 10, м.Київ, 01024 (гімназія №117, актова зала, 2-й поверх)
800587;м.Київ – пров.Виноградний, пров.Івана Мар’яненка: 7–11/12, 14- пров.Костя Гордієнка;вул.Пилипа Орлика, 13, м.Київ, 01024 (ліцей №51, фойє, 1-й поверх)
800588;м.Київ – вул.Інститутська: 25–27/6- вул.Мечнікова: 11- вул.Михайла Грушевського: 9–9Б, 28/2–34/1- вул.Садова, пров.Івана Мар’яненка: 13- пров.Кріпосний, узвіз Кловський: 3–10, 12–12А, 14/24-;вул.Михайла Грушевського, 30/1, м.Київ, 01021 (Центральний будинок офіцерів Збройних Сил України, актова зала)
800589;м.Київ – вул.Івана Мазепи: 7–9, 11А–29- вул.Лаврська: 4–23- пров.Аскольдів;вул.Лаврська, 2, м.Київ, 01010 (школа №90, вестибюль, 2-й поверх)
800590;м.Київ – вул.Івана Мазепи: 1–4/6, 10- вул.Левандовська, вул.Московська: 5–17/2- пров.Інженерний, пров.Іпсилантієвський;"вул.Московська, 3, м.Київ, 01010 (Центр художньої та технічної творчості ""Печерськ"", мала зала, 1-й поверх)"
800591;м.Київ – вул.Григорія Царика, вул.Михайла Омеляновича-Павленка: 3–18/20- вул.Московська: 24–29В- пров.Бутишев провулок, пров.Микильський, пров.Хрестовий;пров.Бутишев провулок, 11, м.Київ, 01010 (гімназія №75, каб.18, 1-й поверх)
800592;м.Київ – вул.Гусовського: 1–4, 8/10, 12/7- вул.Панаса Мирного: 11- пров.Панаса Мирного, узвіз Кловський: 11, 13, 15–24-;вул.Рибальська, 4, м.Київ, 01011 (спеціалізована школа №89, мала зала, 1-й поверх)
800593;м.Київ – вул.Гусовського: 11/11, 15- вул.Панаса Мирного: 1–10, 12–28А- вул.Рибальська;вул.Панаса Мирного, 24, м.Київ, 01011 (гімназія №109, актова зала, 2-й поверх)
800594;м.Київ – вул.Генерала Алмазова: 1–9- вул.Лейпцизька: 2/37–6- вул.Михайла Омеляновича-Павленка: 19–19А- вул.Московська: 36–39, 42, 46/2- вул.Олександра Копиленка, вул.Різницька, вул.Цитадельна: 4/7, 6/8- пров.Євгена Гуцала: 4-;вул.Рибальська, 4, м.Київ, 01011 (спеціалізована школа № 89, хол 1-й поверх, вхід з вулиці Різницької.)
800595;м.Київ – вул.Добровольчих батальйонів, вул.Козятинська, вул.Лаврська: 26–32- вул.Лейпцизька: 12–16- вул.Московська: 41/8, 45/1–45/1 (ВЧ ВІТІ НТУУ «КПІ»)- вул.Набережно-Печерська дорога, вул.Радіальна, вул.Старонаводницька: 9, 17/2–47- пров.Козятинський, пров.Михайла Реута, пров.Новонаводницький, пров.Панфіловців;вул.Лейпцизька, 11А, м.Київ, 01015 (ліцей №171, їдальня, цокольний поверх)
800596;м.Київ – вул.Редутна, вул.Старонаводницька: 4–8Б, 12–15Г- вул.Цитадельна: 5/9, 7–9- пров.Редутний;вул.Лейпцизька, 11А, м.Київ, 01015 (ліцей №171, рекреація, 1-й поверх)
800597;м.Київ – вул.Гусовського: 4А- вул.Леоніда Первомайського, вул.Мечнікова: 7–10/2, 16–22А- узвіз Кловський: 14А–14Б- узвіз Печерський;узвіз Печерський, 13А, м.Київ, 01021 (школа №134, вестибюль, 1-й поверх)
800598;м.Київ – бульв.Дружби Народів: 25, 27, 32–32А- бульв.Лесі Українки: 23–23А, 25–28, 36Б–36/10- вул.Бойчука Михайла: 2/34- вул.Болбочана Петра: 8–8А- вул.Верхня, вул.Івана Кудрі: 36-;бульв.Лесі Українки, 32А, м.Київ, 01042 (школа №84, вестибюль, 1-й поверх)
800599;м.Київ – бульв.Марії Приймаченко: 1/27- вул.Євгена Коновальця: 38–44А- вул.Івана Кудрі: 30–32 к.ГУРТОЖИТОК, 35А-;вул.Івана Кудрі, 33, м.Київ, 01042 (Академія муніципального управління, фойє, 2-й поверх)
800600;м.Київ – бульв.Марії Приймаченко: 2–6А, 8–8Б, 10- вул.Євгена Коновальця: 34–34 (ВЧ 2260.)- вул.Івана Кудрі: 20А, 22А-;вул.Івана Кудрі, 22А, м.Київ, 01042 (спеціалізована школа №181, вестибюль, 1-й поверх)
800601;м.Київ – вул.Бастіонна: 1/36–3/12, 5А–9, 11А, 13, 15- вул.Болсуновська, вул.Землянська, вул.Курганівська, вул.Мічуріна, вул.Пирятинська, вул.Ржищівська, вул.Седовців, вул.Тимірязівська: 1–20/2Б- пров.Бастіонний, пров.Землянський, пров.Курганівський, пров.Мічуріна, пров.Пирятинський, пров.Сафронівський;вул.Бастіонна, 7, м.Київ, 01014 (школа №133, актова зала, 2-й поверх)
800602;м.Київ – вул.Буслівська, вул.Вільшанська, вул.Гастелло, вул.Добролюбова, вул.Дубенська, вул.Звіринецька: 2–64, 65А–92- вул.Лізи Чайкіної, вул.Миколи Соловцова, вул.Новоселицька, вул.Правобережна: 13–18- вул.Сорочинська, вул.Тимірязівська: 22–66- пров.Вільшанський, пров.Звіринецький, пров.Кленовий, пров.Новоселицький, пров.Сніжнянський, пров.Тимірязєвський, пров.Ясеневий;вул.Тимірязівська, 36, м.Київ, 01014 (школа №5, вестибюль, 1-й поверх)
800603;м.Київ – бульв.Дружби Народів: 17А–24/2, 26/1, 28А–30/1- вул.Михайла Драгомирова: 6Б–7, 9, 16–20А- вул.Німанська: 2- вул.Підвисоцького: 3–3А, 6–6В-;вул.Підвисоцького, 4Б, м.Київ, 01103 (дитяча клінічна лікарня №7, хол, 1-й поверх)
800604;м.Київ – вул.Бойчука Михайла: 1А–1/2, 3–7/11- вул.Видубицька, вул.Михайла Драгомирова: 2–5, 8, 10А–14- вул.Німанська: 3–10- вул.Підвисоцького: 5, 7-;вул.Бастіонна, 7, м.Київ, 01014 (школа №133, спортзал, 2-й поверх)
800605;м.Київ – вул.Бойчука Михайла: 10–14В, 16–18Б, 20, 22- вул.Підвисоцького: 12–12А-;вул.Катерини Білокур, 3, м.Київ, 01014 (спеціалізована школа №88, вестибюль, 1-й поверх)
800606;м.Київ – вул.Бастіонна: 4, 10, 12, 14–14А, 16- вул.Бойчука Михайла: 9/12, 15–15Б, 19, 36- вул.Катерини Білокур, вул.Підвисоцького: 14–21-;вул.Катерини Білокур, 3, м.Київ, 01014 (спеціалізована школа №88, вестибюль, 2-й поверх)
800607;м.Київ – вул.Бойчука Михайла: 21, 23–25А, 27, 29, 31, 33–34, 35, 37, 39, 41- вул.Кахи Бендукідзе, вул.Правобережна: 3–6-;вул.Бойчука Михайла, 33, м.Київ, 01103 (гуртожиток, каб.3, 1-й поверх)
800608;м.Київ – вул.Бойчука Михайла: 26, 28–28А, 30–30А, 32А, 34А, 38А, 40А к.ГУРТОЖИТОК- вул.Звіринецька: 65- шосе Залізничне: 49-;вул.Бойчука Михайла, 32, м.Київ, 01103 (Інститут декоративно-прикладного мистецтва та дизайну імені М.Бойчука, конгрес-хол, 1-й поверх)
800609;м.Київ – бульв.Дружби Народів: 4/6, 6А, 8А, 14–14-16- вул.Баришівська, вул.Верхньогірська, вул.Лубенська, вул.Мендєлєєва, вул.Олександра Матросова, вул.Остапа Вишні, вул.Ромоданівська, вул.Тиха, вул.Товарна, вул.Чорногірська, вул.Яготинська, пров.Пішохідний, пров.Філатова, шосе Залізничне: 2–5В-;бульв.Дружби Народів, 12Б, м.Київ, 01103 (спеціалізована школа №80, актова зала, 1-й поверх)
800610;м.Київ – бульв.Дружби Народів: 3–3Б, 6, 6Б–8, 9–13- вул.Івана Кудрі: 10, 12, 14, 16–20- вул.Філатова: 10А- вул.Чеська: 9-;бульв.Дружби Народів, 12Б, м.Київ, 01103 (спеціалізована школа №80, фойє, 2-й поверх)
800611;м.Київ – бульв.Лесі Українки: 2–8, 10–10А, 12, 14А- вул.Госпітальна, вул.Мечнікова: 4–6- пров.Госпітальний;бульв.Лесі Українки, 8, м.Київ, 01133 (Санітарно-епідеміологічна станція, актова зала, 1-й поверх)
800612;м.Київ – бульв.Лесі Українки: 9–9В, 11–11А, 13, 15–15А- вул.Арсенальна, вул.Генерала Алмазова: 14- вул.Ковніра Степана, вул.Лєскова, вул.Немировича-Данченка, пров.Арсенальний, пров.Євгена Гуцала: 3, 5-;вул.Немировича-Данченка, 2, м.Київ, 01133 (Київський національний університет технологій та дизайну, корпус №4, хол актової зали, 1-й поверх)
800613;м.Київ – бульв.Лесі Українки: 24–24Б- вул.Болбочана Петра: 1- вул.Євгена Коновальця: 35, 37- вул.Новогоспітальна, пров.Лабораторний: 22–60-;"пров.Лабораторний, 24, м.Київ, 01133 (Центр культурного, спортивного розвитку дітей, юнацтва та молоді ""АРТ"", каб.5, 1-й поверх)"
800614;м.Київ – вул.Євгена Коновальця: 17, 21–26А, 29, 31–32Е, 36А–36В- тупик Тверський: 6/8-;вул.Євгена Коновальця, 36А, м.Київ, 01133 (гуртожиток, актова зала, 2-й поверх)
800615;м.Київ – бульв.Лесі Українки: 14, 16–21, 28А- бульв.Марії Приймаченко: 7, 9- вул.Євгена Коновальця: 27–27А, 29А-;бульв.Лесі Українки, 25, м.Київ, 01133 (Київський військовий ліцей імені Івана Богуна, фойє, 1-й поверх)
800616;м.Київ – бульв.Лесі Українки: 21А–21Б, 29–30Б- вул.Болбочана Петра: 4–6А- вул.Івана Кудрі: 38–43- вул.Чигоріна: 16, 18, 55–61А-;бульв.Лесі Українки, 32А, м.Київ, 01042 (школа №84, їдальня, 2-й поверх)
800617;м.Київ – вул.Глазунова: 4/47- вул.Івана Кудрі: 20Б, 28/25, 34, 35Б, 37–37А- вул.Іоанна Павла II: 13–23/35- вул.Миколи Раєвського: 23А–34- вул.Чеська: 1/22–6- вул.Чигоріна: 2, 4–4А, 49-;вул.Іоанна Павла II, 14/21, м.Київ, 01042 (спеціалізована школа №47, вестибюль, 1-й поверх)
800618;м.Київ – вул.Велика Васильківська: 9/2, 17, 17А, 17Б, 17В, 23, 23А, 23Б, 25, 25А, 25Б, 27, 29, 33, 35, 37, 41, 43, 45, 47, 47В, 49, 51- вул.Еспланадна, вул.Рогнідинська, вул.Саксаганського: 5, 7, 9, 12А, 12Б, 13, 13В, 13Г, 13/42, 15- вул.Шота Руставелі;вул.Шота Руставелі, 47, м.Київ, 01001 (школа №78, хол, 1-й поверх)
800619;м.Київ – вул.Велика Васильківська: 63, 67/7, 71, 79, 81, 85-87, 89, 91, 93, 95, 97, 101, 111/113- вул.Ділова: 1/2, 2Б, 4, 6, 16- вул.Лабораторна: 8, 11, 11А- вул.Предславинська: 12–31/11-;вул.Велика Васильківська, 73, м.Київ, 03150 (Київський національний лінгвістичний університет, хол, 1-й поверх)
800620;м.Київ – вул.Анрі Барбюса: 5–22-26- вул.Євгена Коновальця: 3–15 к.4, 18, 33- вул.Літня, пров.Лабораторний: 4–6В-;вул.Анрі Барбюса, 9, м.Київ, 03150 (Київський геологорозвідувальний технікум, хол, 2-й поверх)
800621;м.Київ – вул.Анрі Барбюса: 32, 40- вул.Івана Федорова: 1, 3, 6, 6А, 9- вул.Ковпака: 3–4- вул.Предславинська: 34–49- вул.Тверська: 2, 6-;вул.Івана Федорова, 2, м.Київ, 03150 (гімназія №32, хол, 1-й поверх)
800622;м.Київ – вул.Анрі Барбюса: 37/1- вул.Велика Васильківська: 129, 131, 145/1- вул.Івана Кудрі: 7–9, 11, 13/2, 15- вул.Ковпака: 17- вул.Предславинська: 51- вул.Філатова: 1/22–2/1-;вул.Предславинська, 30А, м.Київ, 03150 (гімназія №56, спортзал, 1-й поверх)
800623;м.Київ – вул.Анрі Барбюса: 47–58/1- вул.Глазунова: 2/4–3, 7–13- вул.Івана Кудрі: 22- вул.Іоанна Павла II: 4/6–11- вул.Миколи Раєвського: 3–22- вул.Саперне Поле, вул.Чигоріна: 3, 5–15, 17, 19–43- тупик Тверський: 7–10-;вул.Іоанна Павла II, 17, м.Київ, 01042 (Київський технікум електронних приладів, вестибюль, 1-й поверх)
Спеціальні виборчі дільниці:;;
800624;Центральний госпіталь Військово-медичного управління Служби безпеки України;вул.Липська, 11, м.Київ, 01021
800625;Олександрівська клінічна лікарня м.Києва;вул.Шовковична, 39/1, м.Київ, 01601
800627;Київський міський пологовий будинок № 1;вул.Арсенальна, 5, м.Київ, 01011
800628;Київська міська клінічна лікарня № 12;вул.Професора Підвисоцького, 4, м.Київ, 01103
800629;Дитяча клінічна лікарня № 7 Печерського району;вул.Підвисоцького, 4Б, м.Київ, 01133
800630;"Головний військово-медичний клінічний центр ""Головний військовий клінічний госпіталь Міністерства оборони України""";вул.Госпітальна, 18, м.Київ, 01133
800631;Київська міська клінічна лікарня № 17 (пульмонологічна);пров.Лабораторний, 18, м.Київ, 01133
800632;Перинатальний центр міста Києва;вул.Предславинська, 9, м.Київ, 03150
м.Київ - Відділ ведення ДРВ Подільської районної в місті Києві державної адміністрації;;
Звичайні виборчі дільниці:;;
800633;м.Київ – вул.Андріївська, вул.Борисоглібська: 4–9/15- вул.Боричів Тік, вул.Воздвиженська, вул.Гончарна, вул.Дегтярна, вул.Житньоторзька, вул.Ігорівська: 2/6–12- вул.Кожум’яцька, вул.Костянтинівська: 1–5 (СКВВ)- вул.Межигірська: 3–5- вул.Петра Сагайдачного, вул.Покровська, вул.Притисько-Микільська, вул.Фролівська, вул.Хорива: 2–16- пл.Контрактова, пров.Зелінського, узвіз Андріївський, узвіз Боричів;вул.Покровська, 4-6, м.Київ, 04070 (ліцей №100, вестибюль)
800634;м.Київ – вул.Борисоглібська: 16А–17/1- вул.Братська, вул.Волоська: 2–20- вул.Волоська/Борисоглібська/Набережно-Хрещатицька, вул.Григорія Сковороди, вул.Ігорівська: 16- вул.Іллінська, вул.Набережно-Хрещатицька, вул.Почайнинська: 13/9–19- вул.Спаська, вул.Хорива: 22/28, 32, 34, 40, 50-;вул.Спаська, 16, м.Київ, 04070 (школа №124, вестибюль)
800635;м.Київ – вул.Верхній Вал, вул.Верхній Вал/Почайнинська/Хорива, вул.Волоська: 21–32/34, 37А–37Б- вул.Межигірська: 13/34–20- вул.Нижній Вал: 33–41- вул.Почайнинська: 23–44- вул.Хорива: 18–22, 23–31Б, 33–33/35, 39-41, 43–49- вул.Щекавицька: 42–44- вул.Ярославська: 26–28, 30, 32–32/33, 39–47- пров.Хорива;вул.Межигірська, 16, м.Київ, 04071 (гімназія №19, вестибюль)
800636;м.Київ – вул.Введенська: 1–7/9- вул.Кирилівська: 14/18, 15, 20, 24А, 24Б, 26/2, 30/5- вул.Костянтинівська: 27–46-52, 53, 55, 57- вул.Межигірська: 25- вул.Оболонська: 4–13-15- вул.Щекавицька: 7/10- вул.Юрківська: 2-6/32-;вул.Кирилівська, 8, м.Київ, 04080 (школа №17, вестибюль)
800637;м.Київ – вул.Введенська: 15–26, 32–42- вул.Волоська: 36/38, 42–51/27- вул.Межигірська: 37–43- вул.Оболонська: 31–34, 38- вул.Почайнинська: 45- вул.Щекавицька: 30/39–41, 45-;вул.Введенська, 35, м.Київ, 04071 (гімназія №107, вестибюль старшої школи)
800638;м.Київ – вул.Введенська: 29/58- вул.Волоська: 55/57- вул.Набережно-Лугова, вул.Оболонська: 41–47- вул.Почайнинська: 50/49–70- вул.Турівська: 18/20–32- вул.Щекавицька: 51-;"вул.Волоська, 47, м.Київ, 04070 (КНП ""Центр первинної медико-санітарної допомого №1"" (колишня поліклініка №3), вестибюль)"
800639;м.Київ – вул.Межигірська: 50–56, 61, 78А- вул.Оболонська: 23/48–25, 35–37, 39- вул.Оленівська: 25–34А- вул.Турівська: 4–12- вул.Юрківська: 28–42А-;вул.Введенська, 35, м.Київ, 04071 (гімназія №107, вестибюль початкової школи)
800640;м.Київ – вул.Кирилівська: 31Б, 31В, 34-38- вул.Костянтинівська: 51, 54, 56, 59/5–63/12- вул.Межигірська: 57/17–59, 63- вул.Нижньоюрківська, вул.Оленівська: 8–16- вул.Юрківська: 8/12–18- пров.Мильний, пров.Цимлянський;вул.Кирилівська, 19-21, м.Київ, 04080 (Інститут авіаційної технології, вестибюль)
800641;м.Київ – вул.Електриків: 33–33 (А-1799)- пров.Електриків;"вул.Електриків, 26, м.Київ, 04176 (БК ""Ленінська кузня"", вестибюль)"
800642;м.Київ – вул.Електриків: 26–31-;"вул.Електриків, 26, м.Київ, 04176 (БК ""Ленінська кузня"", актова зала)"
800643;м.Київ – вул.Кирилівська: 110, 116, 116А, 118, 118/2, 124- вул.Новокостянтинівська, вул.Олексія Терьохіна, вул.Тульчинська;вул.Тульчинська, 5, м.Київ, 04080 (школа №118, вестибюль)
800644;м.Київ – вул.Кирилівська: 85/87, 85/87А, 89, 99, 99/1 к.1, 99/1 к.2, 99/1 к.3, 103А, 109А, 109/2, 122/1, 126/2- вул.Олени Теліги: 49, 51, 53, 55, 57- вул.Петропавлівська: 17А–21, 23, 25, 27–35, 37, 39–39А, 41А, 43, 45, 47А, 51- пров.Лютневий;"вул.Кирилівська, 105, м.Київ, 04073 (спортбаза ""Спартак"", вестибюль)"
800645;м.Київ – вул.Захарівська: 1–3А, 10- вул.Кирилівська: 109Б, 109В/1, 111, 115/3- вул.Копилівська: 2–2Б- вул.Петропавлівська: 11, 13/8, 15-;вул.Копилівська, 23, м.Київ, 04073 (гімназія №123, малий спорзал)
800646;м.Київ – вул.Верболозна, вул.Достоєвського, вул.Захарівська: 7, 27–56- вул.Копилівська: 67 к.11–67 к.13- вул.Петропавлівська: 12, 14, 22–22-24, 24, 26, 36, 38, 40 к.1–40А, 42А/31–42/33, 44/34, 46А/2–46/2, 48А–50Б, 54–58- вул.Рилєєва: 12–34- вул.Тагільська, вул.Фруктова, вул.Шполянська, пров.Артезіанський, пров.Верболозний, пров.Веселковий, пров.Достоєвського, пров.Петропавлівський, пров.Рилєєва, пров.Рясний, пров.Тагільський;вул.Копилівська, 23, м.Київ, 04073 (гімназія №123, спортзал)
800647;м.Київ – вул.Захарівська: 14- вул.Кирилівська: 115/1, 115/2, 117, 119/1, 121/2- вул.Копилівська: 10А–31- вул.Петропавлівська: 6- вул.Рилєєва: 7/11-;вул.Кирилівська, 117, м.Київ, 04073 (бібліотека імені І.Франка, читальна зала)
800648;м.Київ – вул.Кирилівська: 123, 127- вул.Копилівська: 65–67, 67Б–69А- вул.Сирецька: 32–32/2-;вул.Копилівська, 36, м.Київ, 04073 (школа №2, спортивна зала)
800649;м.Київ – вул.Валківська, вул.Лодигіна, вул.Миколи Садовського, вул.Одоєвського, вул.Павлоградська, вул.Сирецька: 30/1, 32/34–126- вул.Яблочкова, пров.Лодигіна, пров.Миколи Садовського, пров.Одоєвського, пров.Подільський, пров.Розважівський;вул.Сирецька, 25, м.Київ, 04073 (Куренівське тролейбусне депо, актова зала)
800650;м.Київ – вул.Білицька: 4–17, 18А–19, 21–106- вул.Гомельська, вул.Зоряна, вул.Копайгородська, вул.Мінська, вул.Паркова, вул.Піхотна, вул.Рожева, вул.Таврійська, пров.Білицький, пров.Бобруйський, пров.Бурденка, пров.Гомельський, пров.Замковецький, пров.Зоряний, пров.Красноводський, пров.Мінський, пров.Рожевий, пров.Таврійський;вул.Білицька, 41/43, м.Київ, 04078 (школа №68, 2 поверх коридор)
800651;м.Київ – вул.Межова: 119- вул.Полкова: 55, 57Б–57В, 59–61А, 72–78-;"вул.Полкова, 57В, м.Київ, 04078 (агрокомбінат ""Пуща-Водиця"", їдальня)"
800652;м.Київ – вул.Володимира Сальського: 43, 47- вул.Стеценка: 2- вул.Тираспольська: 8, 10, 39А, 40, 40А, 40Б, 40В, 40Г, 40Д, 40Е, 40Ж, 40З, 42А, 43, 43А, 43Б, 43Г, 43/1, 43/7, 43/8, 43/9, 46В, 61, 66, 68, 68А-;вул.Тираспольська, 49, м.Київ, 04136 (школа мистецтв імені С.Турчака, вестибюль)
800653;м.Київ – вул.Маршала Гречка: 2–8Д- вул.Стеценка: 2А, 4, 4А, 8, 10-;вул.Маршала Гречка, 10А, м.Київ, 04136 (школа №63, 1 поверх)
800654;м.Київ – вул.Абрикосова, вул.Кальвільна, вул.Кукурудзяна, вул.Маршала Гречка: 10, 12–18Б- вул.Порічкова, вул.Стеценка: 20, 24, 26, 28, 28 к.65, 30, лінія 3 к.37, 30, лінія 2 к.68, 30, лінія 9 к.72, 32, 34, 36, 38, 40, 42-;вул.Маршала Гречка, 10А, м.Київ, 04136 (школа №63, їдальня)
800655;м.Київ – вул.Маршала Гречка: 18В–22, 24А-;вул.Маршала Гречка, 22А, м.Київ, 04136 (школа №45, праве крило)
800656;м.Київ – вул.Маршала Гречка: 9, 11–11А, 24, 24Б–26-;вул.Маршала Гречка, 22А, м.Київ, 04136 (школа №45, ліве крило)
800657;м.Київ – вул.Вишгородська: 19, 21, 23, 23А, 29, 29/1, 31, 33- вул.Жашківська, вул.Замковецька: 6, 8–10, 12, 14, 16, 18, 20, 22, 24–26, 28- вул.Мостицька: 6–8, 12–14- просп.Правди: 3-;"вул.Мостицька, 9, м.Київ, 04074 (КМП ""Консультативно-діагностичний центр"" (колишня Центральна районна поліклініка), вестибюль)"
800658;м.Київ – вул.Білицька: 18, 20- вул.Мостицька: 10, 16/2–26- просп.Правди: 9Б–9В, 17А-;вул.Вишгородська, 19, м.Київ, 04074 (Еколого-натуралістичний центр, вестибюль)
800659;м.Київ – вул.Брюсова, вул.Наталії Ужвій: 4, 6А- просп.Правди: 5Б, 17, 19А–19/3-;вул.Мостицька, 16, м.Київ, 04074 (школа №271, вестибюль 1)
800660;м.Київ – вул.Наталії Ужвій: 5, 7–8, 9- просп.Правди: 17Б-;вул.Мостицька, 16, м.Київ, 04074 (школа №271, вестибюль 2)
800661;м.Київ – вул.Брестська, вул.Наталії Ужвій: 6, 8А, 10–12- вул.Новомостицька: 2А-;"вул.Мостицька, 9, м.Київ, 04074 (КМП ""Консультативно-діагностичний центр"" (колишня Центральна районна поліклініка), вестибюль)"
800662;м.Київ – вул.Наталії Ужвій: 4А–4Г- вул.Новомостицька: 2Б, 4–8- просп.Правди: 31–31А-;вул.Новомостицька, 10, м.Київ, 04108 (школа №243, ліве крило, вестибюль)
800663;м.Київ – вул.Новомостицька: 2В–2Г, 21Б- пров.Квітневий: 6–7, 10–12-;вул.Новомостицька, 10, м.Київ, 04108 (школа №243, 1 поверх, початкова школа)
800664;м.Київ – пров.Квітневий: 1А–5, 8- просп.Правди: 35А-;"пров.Квітневий, 4, м.Київ, 04108 (кінотеатр ""Пролісок"", кінозал)"
800665;м.Київ – просп.Правди: 33–35, 37–37Б-;"пров.Квітневий, 4, м.Київ, 04108 (клуб ""Юність"", спортивна зала)"
800666;м.Київ – просп.Правди: 62А–64Б, 68А-;просп.Правди, 64Г, м.Київ, 04108 (школа №242, праве крило, вестибюль)
800667;м.Київ – просп.Свободи: 1А–1/60А, 3–3Б-;просп.Правди, 64Г, м.Київ, 04108 (школа №242, ліве крило, вестибюль)
800668;м.Київ – вул.Світлицького: 37- просп.Василя Порика: 14А- просп.Правди: 68, 68Б–70, 70Б- просп.Свободи: 5-;вул.Світлицького, 31/7, м.Київ, 04123 (школа-інтернат №6, їдальня)
800669;м.Київ – просп.Василя Порика: 14Б, 16, 18- просп.Правди: 70А, 72–78-;вул.Світлицького, 31/7, м.Київ, 04123 (школа-інтернат №6, актова зала)
